publisher	publisherLabel	doi
http://www.wikidata.org/entity/Q1666786	International Neuroscience Institute	10.17795
http://www.wikidata.org/entity/Q30290262	Materials Science International Services (Germany)	10.7121
http://www.wikidata.org/entity/Q723551	British Academy	10.5871
http://www.wikidata.org/entity/Q15817906	Australasian Medical Journal	10.4066
http://www.wikidata.org/entity/Q1235594	University of Lleida	10.21001
http://www.wikidata.org/entity/Q1736398	Catholic University of Cordoba	10.22529
http://www.wikidata.org/entity/Q5342750	Edward Elgar Publishing	10.4337
http://www.wikidata.org/entity/Q27816	University of California Press	10.1525
http://www.wikidata.org/entity/Q27816	University of California Press	10.2191
http://www.wikidata.org/entity/Q27816	University of California Press	10.2483
http://www.wikidata.org/entity/Q3533383	The Volgograd State Medical University	10.19163
http://www.wikidata.org/entity/Q3674409	Kafkas University	10.9775
http://www.wikidata.org/entity/Q26842752	Journal of graduate medical education	10.4300
http://www.wikidata.org/entity/Q4383722	Federal Reserve Bank of Richmond	10.21144
http://www.wikidata.org/entity/Q6040483	Institute of Latin American Studies	10.17855
http://www.wikidata.org/entity/Q4331410	Odesa National Academy of Food Technologies	10.15673
http://www.wikidata.org/entity/Q30259604	Korean Association for Science Education	10.14697
http://www.wikidata.org/entity/Q1324001	El Colegio de México	10.24201
http://www.wikidata.org/entity/Q6401149	Khazar University Press	10.5782
http://www.wikidata.org/entity/Q7586326	Sri Venkateswara Institute of Medical Sciences	10.15380
http://www.wikidata.org/entity/Q1636876	National Board for Certified Counselors	10.15241
http://www.wikidata.org/entity/Q1377	University of Ljubljana	10.4312
http://www.wikidata.org/entity/Q2645793	Dokuchaev Soil Science Institute	10.19047
http://www.wikidata.org/entity/Q12523413	Narotama University	10.29138
http://www.wikidata.org/entity/Q15709553	American Association of Pharmaceutical Scientists	10.1208
http://www.wikidata.org/entity/Q4743203	American Board of Family Medicine	10.3122
http://www.wikidata.org/entity/Q10302493	Q10302493	10.18067
http://www.wikidata.org/entity/Q4743105	American Association of Textile Chemists and Colorists	10.14504
http://www.wikidata.org/entity/Q4835773	BJU International	10.18591
http://www.wikidata.org/entity/Q5839170	EIA University	10.14508
http://www.wikidata.org/entity/Q5839170	EIA University	10.24050
http://www.wikidata.org/entity/Q28682074	Q28682074	10.14391
http://www.wikidata.org/entity/Q27991353	Open Therapeutics	10.24973
http://www.wikidata.org/entity/Q1758009	University of Gdańsk	10.26881
http://www.wikidata.org/entity/Q871732	Max Planck Institute for Demographic Research	10.4054
http://www.wikidata.org/entity/Q30273915	Institute for Condensed Matter Physics	10.5488
http://www.wikidata.org/entity/Q4303895	Moscow State Law University	10.17803
http://www.wikidata.org/entity/Q16251359	The Global Journal	10.15373
http://www.wikidata.org/entity/Q30266737	Inovagri	10.7127
http://www.wikidata.org/entity/Q573144	University of Jaén	10.17561
http://www.wikidata.org/entity/Q15088586	Magnolia Press	10.11646
http://www.wikidata.org/entity/Q3658386	Trakia University	10.15547
http://www.wikidata.org/entity/Q30259600	Japanese Society for Dialysis Therapy	10.4009
http://www.wikidata.org/entity/Q15588566	Institute for Fiscal Studies	10.1920
http://www.wikidata.org/entity/Q16932235	National Federation of the Blind	10.5241
http://www.wikidata.org/entity/Q626288	Korea Development Institute	10.23895
http://www.wikidata.org/entity/Q11508107	Japan Society of Engineering Geology	10.4263
http://www.wikidata.org/entity/Q11508107	Japan Society of Engineering Geology	10.5110
http://www.wikidata.org/entity/Q39057722	Mercy College School of Business	10.18059
http://www.wikidata.org/entity/Q6026133	Indonesian Institute of Sciences	10.14203
http://www.wikidata.org/entity/Q21574120	Samara National Research University	10.18287
http://www.wikidata.org/entity/Q5556466	Universidad Nacional Abierta y a Distancia	10.22490
http://www.wikidata.org/entity/Q27727143	Cancer research frontiers	10.17980
http://www.wikidata.org/entity/Q1518352	Q1518352	10.17236
http://www.wikidata.org/entity/Q1321380	University of North Carolina at Greensboro	10.24995
http://www.wikidata.org/entity/Q6295346	Journal of Infection in Developing Countries	10.3855
http://www.wikidata.org/entity/Q4366452	Povolzhskiy State University of Telecommunications and Informatics	10.18469
http://www.wikidata.org/entity/Q3648090	Libyan International Medical University	10.21502
http://www.wikidata.org/entity/Q13419624	Tyumen State University	10.21684
http://www.wikidata.org/entity/Q9656801	Q9656801	10.20499
http://www.wikidata.org/entity/Q7523729	University of Sindh	10.26692
http://www.wikidata.org/entity/Q30253882	Escola Superior de Educação de Paula Frassinetti	10.17346
http://www.wikidata.org/entity/Q2452542	Q2452542	10.16890
http://www.wikidata.org/entity/Q3499665	Faculty of Economics and Business, University of Zagreb	10.22598
http://www.wikidata.org/entity/Q4016327	Agency for the Assessment and Application of Technology	10.29122
http://www.wikidata.org/entity/Q3135719	Ural State Mining University	10.21440
http://www.wikidata.org/entity/Q12523448	Universitas Saburai	10.24967
http://www.wikidata.org/entity/Q9067102	Royal Spanish Society of Natural History	10.29077
http://www.wikidata.org/entity/Q495258	University of Bacău	10.29081
http://www.wikidata.org/entity/Q6431838	Korean Fiber Society	10.12772
http://www.wikidata.org/entity/Q183170	University of Texas at San Antonio	10.14809
http://www.wikidata.org/entity/Q918501	European Centre for Disease Prevention and Control	10.2807
http://www.wikidata.org/entity/Q4153935	Dagestan State University	10.21779
http://www.wikidata.org/entity/Q2495708	Equinoctial Technological University	10.29019
http://www.wikidata.org/entity/Q5030470	Canadian Pharmacists Journal	10.3821
http://www.wikidata.org/entity/Q30314681	College of Psychiatric and Neurologic Pharmacists	10.9740
http://www.wikidata.org/entity/Q23013700	Lamaze International	10.1624
http://www.wikidata.org/entity/Q945496	National Library of Serbia	10.2298
http://www.wikidata.org/entity/Q3638849	Bernoulli Society for Mathematical Statistics and Probability	10.3150
http://www.wikidata.org/entity/Q660907	Rzeszów University	10.15584
http://www.wikidata.org/entity/Q464096	American Economic Association	10.1257
http://www.wikidata.org/entity/Q15734024	Atlantic Geology	10.4138
http://www.wikidata.org/entity/Q30299121	Brazilian Radiation Protection Society	10.15392
http://www.wikidata.org/entity/Q5838703	José María Córdova Military Academy	10.21830
http://www.wikidata.org/entity/Q15757846	Applied Ecology and Environmental Research	10.15666
http://www.wikidata.org/entity/Q6786842	Mathematical Sciences Publishers	10.2140
http://www.wikidata.org/entity/Q503419	University of Arizona	10.2458
http://www.wikidata.org/entity/Q33121785	Academy of Labor and Social Relations	10.20410
http://www.wikidata.org/entity/Q4743038	American Association for Thoracic Surgery	10.25013
http://www.wikidata.org/entity/Q7552063	Society for Applied Anthropology	10.17730
http://www.wikidata.org/entity/Q795988	University of Guelph	10.21083
http://www.wikidata.org/entity/Q30263871	National Center for Biotechnology	10.11134
http://www.wikidata.org/entity/Q33105008	Martin Even	10.7766
http://www.wikidata.org/entity/Q2867694	Association for the Study of African American Life and History	10.5323
http://www.wikidata.org/entity/Q6156446	Distance State University	10.22458
http://www.wikidata.org/entity/Q2027280	Optical Society	10.1364
http://www.wikidata.org/entity/Q15757450	Journal of Korean Language Education	10.17313
http://www.wikidata.org/entity/Q10387817	State University of Maranhão	10.18817
http://www.wikidata.org/entity/Q20527260	Institute of Social Sciences Ivo Pilar	10.5559
http://www.wikidata.org/entity/Q1822344	Q1822344	10.21552
http://www.wikidata.org/entity/Q11555037	Japan Legal History Association	10.5955
http://www.wikidata.org/entity/Q2909651	Bombay Natural History Society	10.17087
http://www.wikidata.org/entity/Q1523992	Journal of Histochemistry & Cytochemistry	10.1369
http://www.wikidata.org/entity/Q2060678	Universidade Estadual de Campinas	10.20396
http://www.wikidata.org/entity/Q30265129	Machine Intelligence Research Labs	10.5587
http://www.wikidata.org/entity/Q30286827	Child Mind Institute	10.15387
http://www.wikidata.org/entity/Q4689951	African Virtual University	10.26841
http://www.wikidata.org/entity/Q30297031	Alaska Sea Grant	10.4027
http://www.wikidata.org/entity/Q12204547	Naif Arab University for Security Sciences	10.26735
http://www.wikidata.org/entity/Q30272493	Japanese Society of Clinical Pharmacology and Therapeutics	10.3999
http://www.wikidata.org/entity/Q1336952	Brawijaya University	10.21776
http://www.wikidata.org/entity/Q12623701	Korean Society of Earth and Exploration Geophysicists	10.7582
http://www.wikidata.org/entity/Q27727089	International journal of particle therapy	10.14338
http://www.wikidata.org/entity/Q684812	International Association for Bridge and Structural Engineering	10.2749
http://www.wikidata.org/entity/Q15753547	Green Theory and Praxis: the journal of ecopedagogy	10.3903
http://www.wikidata.org/entity/Q280361	Andalas University	10.22338
http://www.wikidata.org/entity/Q6048290	International Association for Fire Safety Science	10.3801
http://www.wikidata.org/entity/Q1282917	University of Belgrade Faculty of Philosophy	10.21301
http://www.wikidata.org/entity/Q757601	Atomic Energy of Canada Limited	10.12943
http://www.wikidata.org/entity/Q12511276	Q12511276	10.28988
http://www.wikidata.org/entity/Q1674223	Island Press	10.5822
http://www.wikidata.org/entity/Q21490607	Institute of Mathematics of the Czech Academy of Sciences	10.21136
http://www.wikidata.org/entity/Q29167103	Mexican Institute of Water Technology	10.24850
http://www.wikidata.org/entity/Q348402	Adam Mickiewicz University in Poznań	10.14746
http://www.wikidata.org/entity/Q348402	Adam Mickiewicz University in Poznań	10.7169
http://www.wikidata.org/entity/Q13644986	Logical Methods in Computer Science	10.2168
http://www.wikidata.org/entity/Q4809650	Association of Biomolecular Resource Facilities	10.7171
http://www.wikidata.org/entity/Q17411440	Now Publishers	10.1561
http://www.wikidata.org/entity/Q2015776	Office of Scientific and Technical Information	10.2172
http://www.wikidata.org/entity/Q5821476	Q5821476	10.21696
http://www.wikidata.org/entity/Q3541546	American Association on Intellectual and Developmental Disabilities	10.1352
http://www.wikidata.org/entity/Q27991367	American Society of Neuroradiology	10.3174
http://www.wikidata.org/entity/Q2177111	Russian National Research Medical University	10.24075
http://www.wikidata.org/entity/Q4361461	Petrozavodsk State University	10.15393
http://www.wikidata.org/entity/Q6295360	Journal of Injury and Violence Research	10.5249
http://www.wikidata.org/entity/Q1055243	Buryat State University	10.18101
http://www.wikidata.org/entity/Q6837438	Michigan Academy of Science, Arts, and Letters	10.7245
http://www.wikidata.org/entity/Q6276651	Jordan Journal of Civil Engineering	10.14525
http://www.wikidata.org/entity/Q30593832	Drohobych State Pedagogical University of Ivan Franko	10.24919
http://www.wikidata.org/entity/Q383568	University of Valencia	10.7203
http://www.wikidata.org/entity/Q839669	Peoples' Friendship University of Russia	10.22363
http://www.wikidata.org/entity/Q30272717	Minneapolis Heart Institute Foundation	10.21925
http://www.wikidata.org/entity/Q1438051	Q1438051	10.13085
http://www.wikidata.org/entity/Q11868297	Jyväskylä University Library	10.17011
http://www.wikidata.org/entity/Q9366812	University of Constantine the Philosopher	10.17846
http://www.wikidata.org/entity/Q3198053	Knowledge Ecology International	10.17534
http://www.wikidata.org/entity/Q7552246	Society for Sedimentary Geology	10.2110
http://www.wikidata.org/entity/Q11491280	Japan Society of Applied Physics	10.1143
http://www.wikidata.org/entity/Q11491280	Japan Society of Applied Physics	10.7567
http://www.wikidata.org/entity/Q30262919	Indian Institute for Human Settlements	10.24943
http://www.wikidata.org/entity/Q5053247	Catholic Theological Union	10.17688
http://www.wikidata.org/entity/Q21386061	Acta Zoologica Hungarica	10.17109
http://www.wikidata.org/entity/Q6156396	Q6156396	10.22383
http://www.wikidata.org/entity/Q4892016	Bepress	10.2202
http://www.wikidata.org/entity/Q16258030	New Delhi Institute of Management	10.20968
http://www.wikidata.org/entity/Q1041737	Carleton University	10.22215
http://www.wikidata.org/entity/Q33438	International Union of Pure and Applied Chemistry	10.1351
http://www.wikidata.org/entity/Q15755860	Keio Journal of Medicine	10.2302
http://www.wikidata.org/entity/Q1430054	Florida Gulf Coast University	10.24049
http://www.wikidata.org/entity/Q873660	Internet2	10.26869
http://www.wikidata.org/entity/Q5055311	Cayetano Heredia University	10.20453
http://www.wikidata.org/entity/Q30290000	Institute of Rock Structure and Mechanics	10.13168
http://www.wikidata.org/entity/Q377757	Rhodes University	10.21504
http://www.wikidata.org/entity/Q666410	Finnish Academy of Science and Letters	10.5186
http://www.wikidata.org/entity/Q15746415	Journal of the International Association for Shell and Spatial Structures	10.20898
http://www.wikidata.org/entity/Q2866603	Q2866603	10.15383
http://www.wikidata.org/entity/Q4250926	Trisakti University	10.25105
http://www.wikidata.org/entity/Q611420	Steklov Institute of Mathematics	10.4213
http://www.wikidata.org/entity/Q1996017	Nomos	10.5771
http://www.wikidata.org/entity/Q6051977	International Medical Press	10.3851
http://www.wikidata.org/entity/Q132478	Oxford Brookes University	10.3794
http://www.wikidata.org/entity/Q7863113	U.S. Center for World Mission	10.17778
http://www.wikidata.org/entity/Q1633517	Bernardino Rivadavia Natural Sciences Museum	10.22179
http://www.wikidata.org/entity/Q6156504	Q6156504	10.18634
http://www.wikidata.org/entity/Q7454179	Sergio Arboleda University	10.22518
http://www.wikidata.org/entity/Q10303090	Intercom	10.15555
http://www.wikidata.org/entity/Q861141	RAND Corporation	10.7249
http://www.wikidata.org/entity/Q336264	Kyoto University	10.17983
http://www.wikidata.org/entity/Q3614708	Amsterdam University Press	10.5117
http://www.wikidata.org/entity/Q16256229	Korean Sociological Association	10.21562
http://www.wikidata.org/entity/Q843253	Nara Institute of Science and Technology	10.5868
http://www.wikidata.org/entity/Q30292458	Urban planning Institute of the Republic of Slovenia	10.5379
http://www.wikidata.org/entity/Q4742836	American-Romanian Academy of Arts and Sciences	10.14510
http://www.wikidata.org/entity/Q8175662	Transbaikal State University	10.21209
http://www.wikidata.org/entity/Q7894892	University Press of Colorado	10.5876
http://www.wikidata.org/entity/Q7894892	University Press of Colorado	10.7330
http://www.wikidata.org/entity/Q30264557	Wisconsin Space Grant Consortium	10.17307
http://www.wikidata.org/entity/Q3213529	Indonesia University of Education	10.17509
http://www.wikidata.org/entity/Q20426860	Q20426860	10.21111
http://www.wikidata.org/entity/Q16522813	Hungarian Statistical Review	10.20311
http://www.wikidata.org/entity/Q30270004	Korean Society of Critical Care Medicine	10.4266
http://www.wikidata.org/entity/Q7414002	San Francisco Estuary and Watershed Science	10.15447
http://www.wikidata.org/entity/Q24189738	Bridget Williams Books	10.7810
http://www.wikidata.org/entity/Q20981327	Wits Enterprise	10.23962
http://www.wikidata.org/entity/Q6764232	Marine Technology Society	10.4031
http://www.wikidata.org/entity/Q26841808	World journal of emergency medicine	10.5847
http://www.wikidata.org/entity/Q27724809	Speleobiology notes	10.5563
http://www.wikidata.org/entity/Q463401	American Association of Physics Teachers	10.1119
http://www.wikidata.org/entity/Q4080165	Bashkir State Medical University	10.24060
http://www.wikidata.org/entity/Q623863	Electronics and Telecommunications Research Institute	10.4218
http://www.wikidata.org/entity/Q5340911	Education Policy Analysis Archives	10.14507
http://www.wikidata.org/entity/Q27725792	International journal of spine surgery	10.14444
http://www.wikidata.org/entity/Q11423671	Japan Society of Civil Engineers	10.2208
http://www.wikidata.org/entity/Q5377913	Engineers Australia	10.7158
http://www.wikidata.org/entity/Q7552357	Society of American Foresters	10.5849
http://www.wikidata.org/entity/Q734774	Saint Louis University	10.7814
http://www.wikidata.org/entity/Q5061399	Central Marine Fisheries Research Institute	10.21077
http://www.wikidata.org/entity/Q15817446	Ideas in Ecology and Evolution	10.4033
http://www.wikidata.org/entity/Q7896707	University of the Immaculate Conception	10.17158
http://www.wikidata.org/entity/Q29187692	National Association of Post-Graduate Research in Social Sciences	10.17666
http://www.wikidata.org/entity/Q1131055	Universidade Tecnológica Federal do Paraná	10.14685
http://www.wikidata.org/entity/Q1131055	Universidade Tecnológica Federal do Paraná	10.3895
http://www.wikidata.org/entity/Q5533496	Genomic Standards Consortium	10.4056
http://www.wikidata.org/entity/Q6979257	National University of La Pampa	10.19137
